"year","statistical_region","treatment_inlet_delivered_waste_code","input_waste_name","waste_category","treatment_outlet_delivered_waste_code","output_waste_name","waste_category_1","waste_handed_to_collectors_RS","waste_delivered_to_operators_RS","waste_sent_to_EU","waste_sent_to_non_EU"
2020,"SAVINJSKA",NA,NA,"Other Waste","13 02 05*",NA,"Other Waste",1.11,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",27.06,311.025,11776.42,680.74
2020,"SAVINJSKA",NA,NA,"Other Waste","15 01 02","Plastic Packaging (15 01 02)","Packaging Waste",1040.575,2104.5,594.01,669
2020,"SAVINJSKA",NA,NA,"Other Waste","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",196.88,3186.312,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","15 01 04","Metal Packaging (15 01 04)","Packaging Waste",434.96,24.74,459.62,0
2020,"SAVINJSKA",NA,NA,"Other Waste","15 01 05","Composite Packaging (15 01 05)","Packaging Waste",22.52,245.46,262.82,0
2020,"SAVINJSKA",NA,NA,"Other Waste","15 01 06","Mixed Packaging (15 01 06)","Packaging Waste",0,1431.35,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","15 01 07","Glass Packaging (15 01 07)","Packaging Waste",700.24,0,363.52,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 01 03","End-of-Life Tyres (16 01 03)","Miscellaneous Waste",0.8,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 01 06",NA,"Miscellaneous Waste",0,508.426,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 01 07*","Oil Filters (16 01 07*)","Miscellaneous Waste",0.09,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 01 14*",NA,"Miscellaneous Waste",0.2,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 01 17",NA,"Miscellaneous Waste",0,13.688,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 01 18","Non-ferrous Metals (16 01 18)","Miscellaneous Waste",0,0.638,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 01 19",NA,"Miscellaneous Waste",0,0.36,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 01 20",NA,"Miscellaneous Waste",0,0.74,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 02 14","Discarded Equipment Not Otherwise Specified (16 02 14)","Miscellaneous Waste",0.073,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 06 01*","Lead-Acid Batteries (16 06 01*)","Miscellaneous Waste",0.43,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 06 05",NA,"Miscellaneous Waste",0,0.58,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","16 08 01",NA,"Miscellaneous Waste",0,0.062,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 01 01","Concrete Waste (17 01 01)","Construction/Demolition Waste",0,19.54,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 01 02","Brick Waste (17 01 02)","Construction/Demolition Waste",0,15.34,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 01 07","Non-Hazardous Concrete/Brick/Ceramic Mixtures (17 01 07)","Construction/Demolition Waste",0,13.22,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 02 02",NA,"Construction/Demolition Waste",12.42,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 02 03",NA,"Construction/Demolition Waste",1.79,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 04 01",NA,"Construction/Demolition Waste",0,0,2.039,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 04 02",NA,"Construction/Demolition Waste",5.12,22.415,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 04 03",NA,"Construction/Demolition Waste",0,9.746,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 04 05","Iron and Steel Waste (17 04 05)","Construction/Demolition Waste",340.422,304.214,6930.564,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 04 07",NA,"Construction/Demolition Waste",0,0,1.234,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 06 04","Other Insulation Materials (17 06 04)","Construction/Demolition Waste",1.52,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 06 05*","Construction Materials Containing Asbestos (17 06 05*)","Construction/Demolition Waste",0.36,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 08 02","Gypsum-Based Construction Materials (17 08 02)","Construction/Demolition Waste",45.68,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","17 09 04","Gypsum-Based Building Materials (17 09 04)","Construction/Demolition Waste",8.54,15.42,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","19 01 02",NA,"Waste Treatment Residues",0,320.64,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","19 01 07*",NA,"Waste Treatment Residues",0,0,1135.06,0
2020,"SAVINJSKA",NA,NA,"Other Waste","19 01 12","Bottom Ash and Slag (19 01 12)","Waste Treatment Residues",0,2915.18,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","19 05 03","Compost Not Meeting Specifications (19 05 03)","Waste Treatment Residues",2697.83,718.28,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",0,2878.57,6413.59,0
2020,"SAVINJSKA",NA,NA,"Other Waste","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","Waste Treatment Residues",180.23,60865.844,4013.348,1843.88
2020,"SAVINJSKA",NA,NA,"Other Waste","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","Waste Treatment Residues",30.284,593.05,0.895,0
2020,"SAVINJSKA",NA,NA,"Other Waste","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","Waste Treatment Residues",110.18,1858.402,413.525,229.64
2020,"SAVINJSKA",NA,NA,"Other Waste","19 12 05","Glass from Mechanical Treatment (19 12 05)","Waste Treatment Residues",237.14,26.5,1813.2,0
2020,"SAVINJSKA",NA,NA,"Other Waste","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues",880.34,744.4,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues",1324.26,42026.749,7731.88,0
2020,"SAVINJSKA",NA,NA,"Other Waste","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",0,2714.248,2301.83,0
2020,"SAVINJSKA",NA,NA,"Other Waste","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0,542.86,0,0
2020,"ZASAVSKA","15 01 06","Mixed Packaging (15 01 06)","Packaging Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0,29.12,0,0
2020,"ZASAVSKA","20 03 01","Mixed Municipal Waste (20 03 01)","Municipal Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",0,109.96,0,0
2020,"ZASAVSKA",NA,NA,"Other Waste","12 01 02","Iron Dust and Particles (12 01 02)","Metal/Plastic Processing Waste",435.922,1622.86,43.22,0
2020,"ZASAVSKA",NA,NA,"Other Waste","12 01 03","Non-Ferrous Metal Turnings (12 01 03)","Metal/Plastic Processing Waste",0,47.249,60.136,0
2020,"ZASAVSKA",NA,NA,"Other Waste","12 01 04","Non-Ferrous Metal Dust and Particles (12 01 04)","Metal/Plastic Processing Waste",65.277,14.76,47.02,0
2020,"ZASAVSKA",NA,NA,"Other Waste","17 04 11",NA,"Construction/Demolition Waste",0,17.58,0,0
2020,"ZASAVSKA",NA,NA,"Other Waste","20 01 23*","Discarded Equipment Containing CFCs (20 01 23*)","Municipal Waste",4.72,0,0,0
2020,"ZASAVSKA",NA,NA,"Other Waste","20 01 35*","Hazardous Waste Electrical Equipment (20 01 35*)","Municipal Waste",4.69,0,0,0
2020,"ZASAVSKA",NA,NA,"Other Waste","20 01 36","Non-Hazardous Waste Electrical Equipment (20 01 36)","Municipal Waste",4.09,0,0,0
2020,"ZASAVSKA",NA,NA,"Other Waste","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0,78.42,0,0
2020,"ZASAVSKA",NA,NA,"Other Waste","20 02 03","Non-biodegradable Garden and Park Waste (20 02 03)","Municipal Waste",11.42,0,0,0
2020,"ZASAVSKA",NA,NA,"Other Waste","20 03 01","Mixed Municipal Waste (20 03 01)","Municipal Waste",0,4418.4,0,0
