year,statistical_region,name_of_municipality,type_of_waste,total_waste_collected
2024,GORIŠKA,BOVEC,Non-hazardous Wood from Municipal Waste (20 01 38),142.958
2024,GORIŠKA,BOVEC,Paper and Cardboard Packaging (15 01 01),64.594
2024,GORIŠKA,BOVEC,Paper and Cardboard from Municipal Waste (20 01 01),99.027
2024,GORIŠKA,BRDA,Bulky Municipal Waste (20 03 07),310.177
2024,GORIŠKA,BRDA,Non-hazardous Wood from Municipal Waste (20 01 38),225.61
2024,GORIŠKA,BRDA,Paper and Cardboard Packaging (15 01 01),228.077
2024,GORIŠKA,BRDA,Paper and Cardboard from Municipal Waste (20 01 01),71.403
2024,GORIŠKA,BRDA,Wooden Packaging (15 01 03),8.88
2024,GORIŠKA,CERKNO,Bulky Municipal Waste (20 03 07),154.105
2024,GORIŠKA,CERKNO,Non-hazardous Wood from Municipal Waste (20 01 38),124.152
2024,GORIŠKA,CERKNO,Paper and Cardboard Packaging (15 01 01),48.628
2024,GORIŠKA,CERKNO,Paper and Cardboard from Municipal Waste (20 01 01),80.668
2024,GORIŠKA,IDRIJA,Bulky Municipal Waste (20 03 07),374.315
2024,GORIŠKA,IDRIJA,Non-hazardous Wood from Municipal Waste (20 01 38),291.628
2024,GORIŠKA,IDRIJA,Paper and Cardboard Packaging (15 01 01),166.12900000000002
2024,GORIŠKA,IDRIJA,Paper and Cardboard from Municipal Waste (20 01 01),206.26500000000001
2024,GORIŠKA,IDRIJA,Wooden Packaging (15 01 03),43.906
2024,GORIŠKA,KANAL,Bulky Municipal Waste (20 03 07),319.633
2024,GORIŠKA,KANAL,Non-hazardous Wood from Municipal Waste (20 01 38),214.671
2024,GORIŠKA,KANAL,Paper and Cardboard Packaging (15 01 01),49.332
2024,GORIŠKA,KANAL,Paper and Cardboard from Municipal Waste (20 01 01),59.422000000000004
2024,GORIŠKA,KANAL,Wooden Packaging (15 01 03),51.36
2024,GORIŠKA,KOBARID,Bulky Municipal Waste (20 03 07),57.431
2024,GORIŠKA,KOBARID,Non-hazardous Wood from Municipal Waste (20 01 38),126.463
2024,GORIŠKA,KOBARID,Paper and Cardboard Packaging (15 01 01),57.141
2024,GORIŠKA,KOBARID,Paper and Cardboard from Municipal Waste (20 01 01),95.292
2024,GORIŠKA,KOBARID,Wooden Packaging (15 01 03),18.52
2024,GORIŠKA,MIREN-KOSTANJEVICA,Bulky Municipal Waste (20 03 07),211.319
2024,GORIŠKA,MIREN-KOSTANJEVICA,Non-hazardous Wood from Municipal Waste (20 01 38),162.77
2024,GORIŠKA,MIREN-KOSTANJEVICA,Paper and Cardboard Packaging (15 01 01),198.505
2024,GORIŠKA,MIREN-KOSTANJEVICA,Paper and Cardboard from Municipal Waste (20 01 01),131.716
2024,GORIŠKA,NOVA GORICA,Bulky Municipal Waste (20 03 07),1010.609
2024,GORIŠKA,NOVA GORICA,Non-hazardous Wood from Municipal Waste (20 01 38),937.422
2024,GORIŠKA,NOVA GORICA,Paper and Cardboard Packaging (15 01 01),947.595
2024,GORIŠKA,NOVA GORICA,Paper and Cardboard from Municipal Waste (20 01 01),514.836
2024,GORIŠKA,NOVA GORICA,Wooden Packaging (15 01 03),105.672
2024,GORIŠKA,RENČE-VOGRSKO,Bulky Municipal Waste (20 03 07),137.189
2024,GORIŠKA,RENČE-VOGRSKO,Non-hazardous Wood from Municipal Waste (20 01 38),98.565
2024,GORIŠKA,RENČE-VOGRSKO,Paper and Cardboard Packaging (15 01 01),43.132999999999996
2024,GORIŠKA,RENČE-VOGRSKO,Paper and Cardboard from Municipal Waste (20 01 01),47.038
2024,GORIŠKA,RENČE-VOGRSKO,Wooden Packaging (15 01 03),12.36
2024,GORIŠKA,TOLMIN,Bulky Municipal Waste (20 03 07),127.447
2024,GORIŠKA,TOLMIN,Non-hazardous Wood from Municipal Waste (20 01 38),284.19899999999996
2024,GORIŠKA,TOLMIN,Paper and Cardboard Packaging (15 01 01),151.463
2024,GORIŠKA,TOLMIN,Paper and Cardboard from Municipal Waste (20 01 01),159.781
2024,GORIŠKA,TOLMIN,Wooden Packaging (15 01 03),11.24
2024,GORIŠKA,VIPAVA,Bulky Municipal Waste (20 03 07),22.323
2024,GORIŠKA,VIPAVA,Non-hazardous Wood from Municipal Waste (20 01 38),156.547
2024,GORIŠKA,VIPAVA,Paper and Cardboard Packaging (15 01 01),55.114999999999995
2024,GORIŠKA,VIPAVA,Paper and Cardboard from Municipal Waste (20 01 01),139.984
2024,GORIŠKA,VIPAVA,Wooden Packaging (15 01 03),5.641
2024,GORIŠKA,ŠEMPETER-VRTOJBA,Bulky Municipal Waste (20 03 07),55.39
2024,GORIŠKA,ŠEMPETER-VRTOJBA,Non-hazardous Wood from Municipal Waste (20 01 38),178.61
2024,GORIŠKA,ŠEMPETER-VRTOJBA,Paper and Cardboard Packaging (15 01 01),205.66
2024,GORIŠKA,ŠEMPETER-VRTOJBA,Paper and Cardboard from Municipal Waste (20 01 01),109.416
2024,GORIŠKA,ŠEMPETER-VRTOJBA,Wooden Packaging (15 01 03),2.715
2024,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Bulky Municipal Waste (20 03 07),90.229
2024,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),75.456
2024,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Paper and Cardboard Packaging (15 01 01),49.203
2024,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),12.857
2024,JUGOVZHODNA SLOVENIJA,KOSTEL,Bulky Municipal Waste (20 03 07),41.57
2024,JUGOVZHODNA SLOVENIJA,KOSTEL,Non-hazardous Wood from Municipal Waste (20 01 38),18.15
2024,JUGOVZHODNA SLOVENIJA,KOSTEL,Paper and Cardboard Packaging (15 01 01),19.84
2024,JUGOVZHODNA SLOVENIJA,KOSTEL,Paper and Cardboard from Municipal Waste (20 01 01),4.26
2024,JUGOVZHODNA SLOVENIJA,KOČEVJE,Bulky Municipal Waste (20 03 07),759.87
2024,JUGOVZHODNA SLOVENIJA,KOČEVJE,Non-hazardous Wood from Municipal Waste (20 01 38),404.09
2024,JUGOVZHODNA SLOVENIJA,KOČEVJE,Paper and Cardboard Packaging (15 01 01),290.142
2024,JUGOVZHODNA SLOVENIJA,KOČEVJE,Paper and Cardboard from Municipal Waste (20 01 01),90.518
2024,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Bulky Municipal Waste (20 03 07),49.32
2024,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Non-hazardous Wood from Municipal Waste (20 01 38),48.171
2024,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Paper and Cardboard Packaging (15 01 01),27.151
2024,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Paper and Cardboard from Municipal Waste (20 01 01),4.7219999999999995
2024,JUGOVZHODNA SLOVENIJA,METLIKA,Bulky Municipal Waste (20 03 07),336.33
2024,JUGOVZHODNA SLOVENIJA,METLIKA,Non-hazardous Wood from Municipal Waste (20 01 38),328.22
2024,JUGOVZHODNA SLOVENIJA,METLIKA,Paper and Cardboard Packaging (15 01 01),181.155
2024,JUGOVZHODNA SLOVENIJA,METLIKA,Paper and Cardboard from Municipal Waste (20 01 01),6.068
2024,JUGOVZHODNA SLOVENIJA,MIRNA,Bulky Municipal Waste (20 03 07),30.286
2024,JUGOVZHODNA SLOVENIJA,MIRNA,Non-hazardous Wood from Municipal Waste (20 01 38),61.921
2024,JUGOVZHODNA SLOVENIJA,MIRNA,Paper and Cardboard Packaging (15 01 01),47.573
2024,JUGOVZHODNA SLOVENIJA,MIRNA,Paper and Cardboard from Municipal Waste (20 01 01),8.56
2024,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Bulky Municipal Waste (20 03 07),79.201
2024,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Non-hazardous Wood from Municipal Waste (20 01 38),66.233
2024,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Paper and Cardboard Packaging (15 01 01),40.51
2024,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Paper and Cardboard from Municipal Waste (20 01 01),10.374
2024,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Bulky Municipal Waste (20 03 07),37.113
2024,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Non-hazardous Wood from Municipal Waste (20 01 38),75.88
2024,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Paper and Cardboard Packaging (15 01 01),69.838
2024,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Paper and Cardboard from Municipal Waste (20 01 01),0.009
2024,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Wooden Packaging (15 01 03),0.48
2024,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Bulky Municipal Waste (20 03 07),953.549
2024,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Non-hazardous Wood from Municipal Waste (20 01 38),797.425
2024,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard Packaging (15 01 01),556.064
2024,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard from Municipal Waste (20 01 01),143.78900000000002
2024,JUGOVZHODNA SLOVENIJA,RIBNICA,Bulky Municipal Waste (20 03 07),349.51099999999997
2024,JUGOVZHODNA SLOVENIJA,RIBNICA,Non-hazardous Wood from Municipal Waste (20 01 38),206.164
2024,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard Packaging (15 01 01),116.27099999999999
2024,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard from Municipal Waste (20 01 01),231.012
2024,JUGOVZHODNA SLOVENIJA,RIBNICA,Wooden Packaging (15 01 03),0.25
2024,JUGOVZHODNA SLOVENIJA,SEMIČ,Bulky Municipal Waste (20 03 07),163.747
2024,JUGOVZHODNA SLOVENIJA,SEMIČ,Non-hazardous Wood from Municipal Waste (20 01 38),97.898
2024,JUGOVZHODNA SLOVENIJA,SEMIČ,Paper and Cardboard Packaging (15 01 01),38.502
2024,JUGOVZHODNA SLOVENIJA,SEMIČ,Paper and Cardboard from Municipal Waste (20 01 01),26.572
2024,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Bulky Municipal Waste (20 03 07),60.709
2024,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Non-hazardous Wood from Municipal Waste (20 01 38),48.625
2024,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Paper and Cardboard Packaging (15 01 01),27.987
2024,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Paper and Cardboard from Municipal Waste (20 01 01),5.413
2024,JUGOVZHODNA SLOVENIJA,STRAŽA,Bulky Municipal Waste (20 03 07),97.276
2024,JUGOVZHODNA SLOVENIJA,STRAŽA,Non-hazardous Wood from Municipal Waste (20 01 38),81.349
2024,JUGOVZHODNA SLOVENIJA,STRAŽA,Paper and Cardboard Packaging (15 01 01),56.293000000000006
2024,JUGOVZHODNA SLOVENIJA,STRAŽA,Paper and Cardboard from Municipal Waste (20 01 01),12.829
2024,JUGOVZHODNA SLOVENIJA,TREBNJE,Bulky Municipal Waste (20 03 07),126.766
2024,JUGOVZHODNA SLOVENIJA,TREBNJE,Non-hazardous Wood from Municipal Waste (20 01 38),264.377
2024,JUGOVZHODNA SLOVENIJA,TREBNJE,Paper and Cardboard Packaging (15 01 01),197.432
2024,JUGOVZHODNA SLOVENIJA,TREBNJE,Paper and Cardboard from Municipal Waste (20 01 01),70.412
2024,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Bulky Municipal Waste (20 03 07),513.733
2024,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Non-hazardous Wood from Municipal Waste (20 01 38),307.142
2024,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Paper and Cardboard Packaging (15 01 01),122.116
2024,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Paper and Cardboard from Municipal Waste (20 01 01),84.868
2024,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Wooden Packaging (15 01 03),0.13
2024,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Bulky Municipal Waste (20 03 07),183.845
2024,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Non-hazardous Wood from Municipal Waste (20 01 38),153.745
2024,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Paper and Cardboard Packaging (15 01 01),92.658
2024,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Paper and Cardboard from Municipal Waste (20 01 01),26.022
2024,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Bulky Municipal Waste (20 03 07),30.755
2024,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Non-hazardous Wood from Municipal Waste (20 01 38),62.882
2024,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Paper and Cardboard Packaging (15 01 01),60.553000000000004
2024,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Paper and Cardboard from Municipal Waste (20 01 01),1.212
2024,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Wooden Packaging (15 01 03),6.04
2024,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Bulky Municipal Waste (20 03 07),87.657
2024,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Non-hazardous Wood from Municipal Waste (20 01 38),73.305
2024,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Paper and Cardboard Packaging (15 01 01),57.480000000000004
2024,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Paper and Cardboard from Municipal Waste (20 01 01),17.808
2024,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Bulky Municipal Waste (20 03 07),88.869
2024,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),74.318
2024,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Paper and Cardboard Packaging (15 01 01),45.685
2024,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),11.7
2024,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Bulky Municipal Waste (20 03 07),115.5
2024,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Non-hazardous Wood from Municipal Waste (20 01 38),96.589
2024,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Paper and Cardboard Packaging (15 01 01),66.372
2024,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Paper and Cardboard from Municipal Waste (20 01 01),14.718
2024,KOROŠKA,DRAVOGRAD,Bulky Municipal Waste (20 03 07),8637.66
2024,KOROŠKA,DRAVOGRAD,Non-hazardous Wood from Municipal Waste (20 01 38),30.7
2024,KOROŠKA,DRAVOGRAD,Paper and Cardboard Packaging (15 01 01),147.86
2024,KOROŠKA,DRAVOGRAD,Paper and Cardboard from Municipal Waste (20 01 01),109.09
2024,KOROŠKA,DRAVOGRAD,Wooden Packaging (15 01 03),7.1
2024,KOROŠKA,MEŽICA,Bulky Municipal Waste (20 03 07),137.963
2024,KOROŠKA,MEŽICA,Paper and Cardboard Packaging (15 01 01),25.319
2024,KOROŠKA,MEŽICA,Paper and Cardboard from Municipal Waste (20 01 01),30.817
2024,KOROŠKA,MISLINJA,Bulky Municipal Waste (20 03 07),228.703
2024,KOROŠKA,MISLINJA,Paper and Cardboard Packaging (15 01 01),38.452
2024,KOROŠKA,MISLINJA,Paper and Cardboard from Municipal Waste (20 01 01),51.592999999999996
2024,KOROŠKA,MUTA,Bulky Municipal Waste (20 03 07),75.524
2024,KOROŠKA,MUTA,Paper and Cardboard Packaging (15 01 01),33.929
2024,KOROŠKA,MUTA,Paper and Cardboard from Municipal Waste (20 01 01),12.758
2024,KOROŠKA,MUTA,Wooden Packaging (15 01 03),48.06
2024,KOROŠKA,PODVELKA,Bulky Municipal Waste (20 03 07),48.552
2024,KOROŠKA,PODVELKA,Paper and Cardboard Packaging (15 01 01),15.999
2024,KOROŠKA,PODVELKA,Paper and Cardboard from Municipal Waste (20 01 01),19.81
2024,KOROŠKA,PREVALJE,Bulky Municipal Waste (20 03 07),261.95799999999997
2024,KOROŠKA,PREVALJE,Paper and Cardboard Packaging (15 01 01),99.65
2024,KOROŠKA,PREVALJE,Paper and Cardboard from Municipal Waste (20 01 01),66.824
2024,KOROŠKA,PREVALJE,Wooden Packaging (15 01 03),65.86
2024,KOROŠKA,RADLJE OB DRAVI,Bulky Municipal Waste (20 03 07),159.242
2024,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard Packaging (15 01 01),101.099
2024,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),79.161
2024,KOROŠKA,RAVNE NA KOROŠKEM,Bulky Municipal Waste (20 03 07),434.272
2024,KOROŠKA,RAVNE NA KOROŠKEM,Non-hazardous Wood from Municipal Waste (20 01 38),35.88
2024,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard Packaging (15 01 01),154.197
2024,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),232.999
2024,KOROŠKA,RAVNE NA KOROŠKEM,Wooden Packaging (15 01 03),157.9
2024,KOROŠKA,RIBNICA NA POHORJU,Bulky Municipal Waste (20 03 07),21.578
2024,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard Packaging (15 01 01),4.435
2024,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard from Municipal Waste (20 01 01),13.94
2024,KOROŠKA,SLOVENJ GRADEC,Bulky Municipal Waste (20 03 07),843.557
2024,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard Packaging (15 01 01),250.48000000000002
2024,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),261.52200000000005
2024,KOROŠKA,SLOVENJ GRADEC,Wooden Packaging (15 01 03),5.716
2024,KOROŠKA,VUZENICA,Bulky Municipal Waste (20 03 07),55.744
2024,KOROŠKA,VUZENICA,Paper and Cardboard Packaging (15 01 01),12.325000000000001
2024,KOROŠKA,VUZENICA,Paper and Cardboard from Municipal Waste (20 01 01),16.059
2024,KOROŠKA,ČRNA NA KOROŠKEM,Bulky Municipal Waste (20 03 07),123.807
2024,KOROŠKA,ČRNA NA KOROŠKEM,Paper and Cardboard Packaging (15 01 01),378.494
2024,KOROŠKA,ČRNA NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),27.543
2024,KOROŠKA,ČRNA NA KOROŠKEM,Wooden Packaging (15 01 03),268.801
2024,OBALNO-KRAŠKA,ANKARAN,Bulky Municipal Waste (20 03 07),17.89
2024,OBALNO-KRAŠKA,ANKARAN,Non-hazardous Wood from Municipal Waste (20 01 38),77.352
2024,OBALNO-KRAŠKA,ANKARAN,Paper and Cardboard Packaging (15 01 01),75.44
2024,OBALNO-KRAŠKA,ANKARAN,Paper and Cardboard from Municipal Waste (20 01 01),101.119
2024,OBALNO-KRAŠKA,DIVAČA,Bulky Municipal Waste (20 03 07),28.543
2024,OBALNO-KRAŠKA,DIVAČA,Non-hazardous Wood from Municipal Waste (20 01 38),98.343
2024,OBALNO-KRAŠKA,DIVAČA,Paper and Cardboard Packaging (15 01 01),53.162
2024,OBALNO-KRAŠKA,DIVAČA,Paper and Cardboard from Municipal Waste (20 01 01),82.153
2024,OBALNO-KRAŠKA,HRPELJE-KOZINA,Bulky Municipal Waste (20 03 07),34.571
2024,OBALNO-KRAŠKA,HRPELJE-KOZINA,Non-hazardous Wood from Municipal Waste (20 01 38),116.049
2024,OBALNO-KRAŠKA,HRPELJE-KOZINA,Paper and Cardboard Packaging (15 01 01),62.247
2024,OBALNO-KRAŠKA,HRPELJE-KOZINA,Paper and Cardboard from Municipal Waste (20 01 01),96.192
2024,OBALNO-KRAŠKA,IZOLA,Bulky Municipal Waste (20 03 07),304.88
2024,OBALNO-KRAŠKA,IZOLA,Non-hazardous Wood from Municipal Waste (20 01 38),711.1
2024,OBALNO-KRAŠKA,IZOLA,Paper and Cardboard Packaging (15 01 01),262.361
2024,OBALNO-KRAŠKA,IZOLA,Paper and Cardboard from Municipal Waste (20 01 01),363.273
2024,OBALNO-KRAŠKA,KOMEN,Bulky Municipal Waste (20 03 07),23.458
2024,OBALNO-KRAŠKA,KOMEN,Non-hazardous Wood from Municipal Waste (20 01 38),80.824
2024,OBALNO-KRAŠKA,KOMEN,Paper and Cardboard Packaging (15 01 01),43.692
2024,OBALNO-KRAŠKA,KOMEN,Paper and Cardboard from Municipal Waste (20 01 01),67.518
2024,OBALNO-KRAŠKA,KOPER,Bulky Municipal Waste (20 03 07),507.813
2024,OBALNO-KRAŠKA,KOPER,Non-hazardous Wood from Municipal Waste (20 01 38),1856.448
2024,OBALNO-KRAŠKA,KOPER,Paper and Cardboard Packaging (15 01 01),987.6270000000001
2024,OBALNO-KRAŠKA,KOPER,Paper and Cardboard from Municipal Waste (20 01 01),752.523
2024,OBALNO-KRAŠKA,KOPER,Wooden Packaging (15 01 03),1555.12
2024,OBALNO-KRAŠKA,PIRAN,Bulky Municipal Waste (20 03 07),1551.64
2024,OBALNO-KRAŠKA,PIRAN,Non-hazardous Wood from Municipal Waste (20 01 38),736.34
2024,OBALNO-KRAŠKA,PIRAN,Paper and Cardboard Packaging (15 01 01),508.723
2024,OBALNO-KRAŠKA,PIRAN,Paper and Cardboard from Municipal Waste (20 01 01),224.325
2024,OBALNO-KRAŠKA,SEŽANA,Bulky Municipal Waste (20 03 07),86.938
2024,OBALNO-KRAŠKA,SEŽANA,Non-hazardous Wood from Municipal Waste (20 01 38),299.544
2024,OBALNO-KRAŠKA,SEŽANA,Paper and Cardboard Packaging (15 01 01),161.925
2024,OBALNO-KRAŠKA,SEŽANA,Paper and Cardboard from Municipal Waste (20 01 01),250.427
2024,OSREDNJESLOVENSKA,BOROVNICA,Bulky Municipal Waste (20 03 07),78.958
2024,OSREDNJESLOVENSKA,BOROVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),111.298
2024,OSREDNJESLOVENSKA,BOROVNICA,Paper and Cardboard Packaging (15 01 01),27.266
2024,OSREDNJESLOVENSKA,BOROVNICA,Paper and Cardboard from Municipal Waste (20 01 01),248.11
2024,OSREDNJESLOVENSKA,BREZOVICA,Bulky Municipal Waste (20 03 07),250.945
2024,OSREDNJESLOVENSKA,BREZOVICA,Non-hazardous Wood from Municipal Waste (20 01 38),116.6
2024,OSREDNJESLOVENSKA,BREZOVICA,Paper and Cardboard Packaging (15 01 01),245.55
2024,OSREDNJESLOVENSKA,BREZOVICA,Paper and Cardboard from Municipal Waste (20 01 01),65.154
2024,OSREDNJESLOVENSKA,BREZOVICA,Wooden Packaging (15 01 03),1.96
2024,OSREDNJESLOVENSKA,DOBREPOLJE,Bulky Municipal Waste (20 03 07),51.164
2024,OSREDNJESLOVENSKA,DOBREPOLJE,Non-hazardous Wood from Municipal Waste (20 01 38),17.509
2024,OSREDNJESLOVENSKA,DOBREPOLJE,Paper and Cardboard Packaging (15 01 01),14.641
2024,OSREDNJESLOVENSKA,DOBREPOLJE,Paper and Cardboard from Municipal Waste (20 01 01),42.849000000000004
2024,OSREDNJESLOVENSKA,DOBREPOLJE,Wooden Packaging (15 01 03),1.487
2024,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Bulky Municipal Waste (20 03 07),44.06
2024,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Paper and Cardboard Packaging (15 01 01),66.855
2024,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),7.91
2024,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Bulky Municipal Waste (20 03 07),71.22
2024,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Paper and Cardboard Packaging (15 01 01),112.70400000000001
2024,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Paper and Cardboard from Municipal Waste (20 01 01),7.82
2024,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Wooden Packaging (15 01 03),110.506
2024,OSREDNJESLOVENSKA,DOMŽALE,Bulky Municipal Waste (20 03 07),1139.978
2024,OSREDNJESLOVENSKA,DOMŽALE,Non-hazardous Wood from Municipal Waste (20 01 38),1605.319
2024,OSREDNJESLOVENSKA,DOMŽALE,Paper and Cardboard Packaging (15 01 01),677.6179999999999
2024,OSREDNJESLOVENSKA,DOMŽALE,Paper and Cardboard from Municipal Waste (20 01 01),1103.82
2024,OSREDNJESLOVENSKA,DOMŽALE,Wooden Packaging (15 01 03),239.835
2024,OSREDNJESLOVENSKA,GROSUPLJE,Bulky Municipal Waste (20 03 07),446.42499999999995
2024,OSREDNJESLOVENSKA,GROSUPLJE,Non-hazardous Wood from Municipal Waste (20 01 38),569.056
2024,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard Packaging (15 01 01),228.834
2024,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard from Municipal Waste (20 01 01),597.304
2024,OSREDNJESLOVENSKA,GROSUPLJE,Wooden Packaging (15 01 03),103.697
2024,OSREDNJESLOVENSKA,HORJUL,Bulky Municipal Waste (20 03 07),39.08
2024,OSREDNJESLOVENSKA,HORJUL,Paper and Cardboard Packaging (15 01 01),50.079
2024,OSREDNJESLOVENSKA,HORJUL,Paper and Cardboard from Municipal Waste (20 01 01),1.365
2024,OSREDNJESLOVENSKA,HORJUL,Wooden Packaging (15 01 03),2.06
2024,OSREDNJESLOVENSKA,IG,Bulky Municipal Waste (20 03 07),184.32
2024,OSREDNJESLOVENSKA,IG,Non-hazardous Wood from Municipal Waste (20 01 38),119.12
2024,OSREDNJESLOVENSKA,IG,Paper and Cardboard Packaging (15 01 01),157.558
2024,OSREDNJESLOVENSKA,IG,Paper and Cardboard from Municipal Waste (20 01 01),10.775
2024,OSREDNJESLOVENSKA,IG,Wooden Packaging (15 01 03),48.12
2024,OSREDNJESLOVENSKA,IVANČNA GORICA,Bulky Municipal Waste (20 03 07),277.941
2024,OSREDNJESLOVENSKA,IVANČNA GORICA,Non-hazardous Wood from Municipal Waste (20 01 38),288.905
2024,OSREDNJESLOVENSKA,IVANČNA GORICA,Paper and Cardboard Packaging (15 01 01),203.659
2024,OSREDNJESLOVENSKA,IVANČNA GORICA,Paper and Cardboard from Municipal Waste (20 01 01),353.899
2024,OSREDNJESLOVENSKA,IVANČNA GORICA,Wooden Packaging (15 01 03),49.672
2024,OSREDNJESLOVENSKA,KAMNIK,Bulky Municipal Waste (20 03 07),3404.47
2024,OSREDNJESLOVENSKA,KAMNIK,Non-hazardous Wood from Municipal Waste (20 01 38),324.83
2024,OSREDNJESLOVENSKA,KAMNIK,Paper and Cardboard Packaging (15 01 01),336.523
2024,OSREDNJESLOVENSKA,KAMNIK,Paper and Cardboard from Municipal Waste (20 01 01),1019.364
2024,OSREDNJESLOVENSKA,KAMNIK,Wooden Packaging (15 01 03),159.752
2024,OSREDNJESLOVENSKA,KOMENDA,Bulky Municipal Waste (20 03 07),600.79
2024,OSREDNJESLOVENSKA,KOMENDA,Non-hazardous Wood from Municipal Waste (20 01 38),229.75
2024,OSREDNJESLOVENSKA,KOMENDA,Paper and Cardboard Packaging (15 01 01),61.22
2024,OSREDNJESLOVENSKA,KOMENDA,Paper and Cardboard from Municipal Waste (20 01 01),285.805
2024,OSREDNJESLOVENSKA,KOMENDA,Wooden Packaging (15 01 03),2.4
2024,OSREDNJESLOVENSKA,LJUBLJANA,Bulky Municipal Waste (20 03 07),8547.712
2024,OSREDNJESLOVENSKA,LJUBLJANA,Non-hazardous Wood from Municipal Waste (20 01 38),8705.543
