year,statistical_region,name_of_municipality,waste_code,type_of_waste,waste_category,waste_collected_by_municipality
2020,OSREDNJESLOVENSKA,LUKOVICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,200.43
2020,OSREDNJESLOVENSKA,MEDVODE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.411
2020,OSREDNJESLOVENSKA,MEDVODE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,230.24
2020,OSREDNJESLOVENSKA,MEDVODE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,347.64
2020,OSREDNJESLOVENSKA,MENGEŠ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.626
2020,OSREDNJESLOVENSKA,MENGEŠ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,300.434
2020,OSREDNJESLOVENSKA,MORAVČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,200.29
2020,OSREDNJESLOVENSKA,TRZIN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,40.13
2020,OSREDNJESLOVENSKA,TRZIN,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4.12
2020,OSREDNJESLOVENSKA,TRZIN,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,300.434
2020,OSREDNJESLOVENSKA,VELIKE LAŠČE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,56.84
2020,OSREDNJESLOVENSKA,VELIKE LAŠČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,145.72
2020,OSREDNJESLOVENSKA,VODICE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.076
2020,OSREDNJESLOVENSKA,VODICE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,82.2
2020,OSREDNJESLOVENSKA,VODICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,141.96
2020,OSREDNJESLOVENSKA,VRHNIKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,157.417
2020,OSREDNJESLOVENSKA,VRHNIKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,73.4
2020,OSREDNJESLOVENSKA,VRHNIKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3.92
2020,OSREDNJESLOVENSKA,VRHNIKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,669.888
2020,OSREDNJESLOVENSKA,VRHNIKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,142.239
2020,OSREDNJESLOVENSKA,ŠKOFLJICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,133.14
2020,OSREDNJESLOVENSKA,ŠKOFLJICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,124.5
2020,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,512.24
2020,PODRAVSKA,BENEDIKT,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.543
2020,PODRAVSKA,BENEDIKT,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,46.51
2020,PODRAVSKA,CERKVENJAK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,21.04
2020,PODRAVSKA,DUPLEK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.436
2020,PODRAVSKA,HAJDINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.179
2020,PODRAVSKA,HOČE-SLIVNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,13.572
2020,PODRAVSKA,HOČE-SLIVNICA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3.64
2020,PODRAVSKA,KIDRIČEVO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.64
2020,PODRAVSKA,KIDRIČEVO,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,329.7
2020,PODRAVSKA,LENART,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,188.666
2020,PODRAVSKA,LENART,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,82.47
2020,PODRAVSKA,LENART,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,676.437
2020,PODRAVSKA,LENART,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,220.52
2020,PODRAVSKA,MAKOLE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,35.192
2020,PODRAVSKA,MAKOLE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,11.36
2020,PODRAVSKA,MARIBOR,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,418.933
2020,PODRAVSKA,MARIBOR,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,16.6
2020,PODRAVSKA,MARIBOR,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1289
2020,PODRAVSKA,MARIBOR,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2245.4
2020,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.117
2020,PODRAVSKA,OPLOTNICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,129.037
2020,PODRAVSKA,OPLOTNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,41.652
2020,PODRAVSKA,ORMOŽ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,41.821
2020,PODRAVSKA,ORMOŽ,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2.96
2020,PODRAVSKA,ORMOŽ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,56.52
2020,PODRAVSKA,ORMOŽ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,355.12
2020,PODRAVSKA,PESNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.441
2020,PODRAVSKA,PODLEHNIK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.36
2020,PODRAVSKA,POLJČANE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,117.306
2020,PODRAVSKA,POLJČANE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,37.865
2020,PODRAVSKA,PTUJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,196.435
2020,PODRAVSKA,PTUJ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.44
2020,PODRAVSKA,PTUJ,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1954.42
2020,PODRAVSKA,PTUJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,475.46
2020,PODRAVSKA,RAČE-FRAM,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,269.804
2020,PODRAVSKA,RAČE-FRAM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,87.09
2020,PODRAVSKA,RUŠE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,100.04
2020,PODRAVSKA,SELNICA OB DRAVI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.976
2020,PODRAVSKA,SLOVENSKA BISTRICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,137.418
2020,PODRAVSKA,SLOVENSKA BISTRICA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,22.95
2020,PODRAVSKA,SLOVENSKA BISTRICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,621.721
2020,PODRAVSKA,SLOVENSKA BISTRICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,200.683
2020,PODRAVSKA,SREDIŠČE OB DRAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,68.34
2020,PODRAVSKA,SV. TROJICA V SLOV. GORICAH,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.88
2020,PODRAVSKA,SV. TROJICA V SLOV. GORICAH,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,53.29
2020,PODRAVSKA,SVETA ANA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,34.94
2020,PODRAVSKA,SVETI JURIJ V SLOV. GORICAH,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,31
2020,PODRAVSKA,SVETI TOMAŽ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,49.24
2020,PODRAVSKA,ŠENTILJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.901
2020,PODRAVSKA,ŠENTILJ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,9.82
2020,POMURSKA,APAČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,457.58
2020,POMURSKA,BELTINCI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.428
2020,POMURSKA,BELTINCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,306.11
2020,POMURSKA,CANKOVA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,61.21
2020,POMURSKA,DOBROVNIK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,35.97
2020,POMURSKA,GORNJA RADGONA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7.077
2020,POMURSKA,GORNJA RADGONA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,226.84
2020,POMURSKA,GORNJI PETROVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,14.29
2020,POMURSKA,GRAD,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,58.7
2020,POMURSKA,HODOŠ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0.7
2020,POMURSKA,KOBILJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,21.84
2020,POMURSKA,KRIŽEVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,251.97
2020,POMURSKA,KUZMA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,26.05
2020,POMURSKA,LENDAVA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,8.491
2020,POMURSKA,LENDAVA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,216.48
2020,POMURSKA,LJUTOMER,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7.032
2020,POMURSKA,LJUTOMER,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.64
2020,POMURSKA,LJUTOMER,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,689.7
2020,POMURSKA,MORAVSKE TOPLICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,163.97
2020,POMURSKA,MURSKA SOBOTA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,72.379
2020,POMURSKA,MURSKA SOBOTA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,698.33
2020,POMURSKA,ODRANCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,60.06
2020,POMURSKA,PUCONCI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,135.68
2020,POMURSKA,PUCONCI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,109.56
2020,POMURSKA,PUCONCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,209.68
2020,POMURSKA,RADENCI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,84.482
2020,POMURSKA,RADENCI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,14.72
2020,POMURSKA,RADENCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,164.14
2020,POMURSKA,RAZKRIŽJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,88.52
2020,POMURSKA,ROGAŠOVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,64.13
2020,POMURSKA,SVETI JURIJ OB ŠČAVNICI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.558
2020,POMURSKA,SVETI JURIJ OB ŠČAVNICI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2.18
2020,POMURSKA,SVETI JURIJ OB ŠČAVNICI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,37.74
2020,POMURSKA,TIŠINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.77
2020,POMURSKA,TIŠINA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,120.96
2020,POMURSKA,TURNIŠČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,97.31
2020,POMURSKA,VELIKA POLANA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,12.76
2020,POMURSKA,VELIKA POLANA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,17.7
2020,POMURSKA,VERŽEJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.98
2020,POMURSKA,VERŽEJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,82.95
2020,POMURSKA,ČRENŠOVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,145.03
2020,POMURSKA,ŠALOVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,43.69
2020,POSAVSKA,BISTRICA OB SOTLI,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2.8
2020,POSAVSKA,BISTRICA OB SOTLI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0.599
2020,POSAVSKA,BREŽICE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.552
2020,POSAVSKA,BREŽICE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.26
2020,POSAVSKA,KOSTANJEVICA NA KRKI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,41.94
2020,POSAVSKA,KOSTANJEVICA NA KRKI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.68
2020,POSAVSKA,KRŠKO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,601.463
2020,POSAVSKA,KRŠKO,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,82.92
2020,POSAVSKA,KRŠKO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,279.2
2020,POSAVSKA,RADEČE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,81.5
2020,POSAVSKA,RADEČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,93.4
2020,POSAVSKA,SEVNICA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3.16
2020,PRIMORSKONOTRANJSKA,BLOKE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.53
2020,PRIMORSKONOTRANJSKA,BLOKE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,24.98
2020,PRIMORSKONOTRANJSKA,CERKNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.162
2020,PRIMORSKONOTRANJSKA,ILIRSKA BISTRICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,42.627
2020,PRIMORSKONOTRANJSKA,LOŠKA DOLINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.256
2020,PRIMORSKONOTRANJSKA,PIVKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,63.32
2020,PRIMORSKONOTRANJSKA,POSTOJNA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.459
2020,PRIMORSKONOTRANJSKA,POSTOJNA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0.84
2020,SAVINJSKA,CELJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,251.052
2020,SAVINJSKA,GORNJI GRAD,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.22
2020,SAVINJSKA,KOZJE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.216
2020,SAVINJSKA,KOZJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.332
2020,SAVINJSKA,LAŠKO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,35.57
2020,SAVINJSKA,MOZIRJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10.8
2020,SAVINJSKA,NAZARJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,987.12
2020,SAVINJSKA,NAZARJE,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,21.86
2020,SAVINJSKA,NAZARJE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,13.76
2020,SAVINJSKA,PODČETRTEK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.44
2020,SAVINJSKA,PODČETRTEK,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.272
2020,SAVINJSKA,PODČETRTEK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.344
2020,SAVINJSKA,ROGATEC,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5.376
2020,SAVINJSKA,ROGATEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.152
2020,SAVINJSKA,ROGAŠKA SLATINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,54.072
2020,SAVINJSKA,ROGAŠKA SLATINA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.17
2020,SAVINJSKA,ROGAŠKA SLATINA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,25.613
2020,SAVINJSKA,ROGAŠKA SLATINA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.489
2020,SAVINJSKA,SLOVENSKE KONJICE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,48.202
2020,SAVINJSKA,SLOVENSKE KONJICE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,389.5
2020,SAVINJSKA,SLOVENSKE KONJICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0.14
2020,SAVINJSKA,VELENJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,64
2020,SAVINJSKA,VELENJE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,130.332
2020,SAVINJSKA,ZREČE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1
2020,SAVINJSKA,ŠENTJUR,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.947
2020,SAVINJSKA,ŠMARJE PRI JELŠAH,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.049
2020,SAVINJSKA,ŠMARJE PRI JELŠAH,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,23.723
2020,SAVINJSKA,ŠMARJE PRI JELŠAH,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.084
2020,SAVINJSKA,ŠMARTNO OB PAKI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.848
2020,SAVINJSKA,ŠTORE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.06
2020,SAVINJSKA,ŽALEC,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.02
2020,ZASAVSKA,HRASTNIK,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2.3
2020,ZASAVSKA,HRASTNIK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,246.48
2020,ZASAVSKA,LITIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.405
2020,ZASAVSKA,LITIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,196.92
2020,ZASAVSKA,TRBOVLJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.847
2020,ZASAVSKA,TRBOVLJE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,42.78
2020,ZASAVSKA,TRBOVLJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,202.28
2020,ZASAVSKA,ZAGORJE OB SAVI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.444
2020,ZASAVSKA,ZAGORJE OB SAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,115.62
2021,GORENJSKA,BLED,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.22
2021,GORENJSKA,BLED,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,198.4
2021,GORENJSKA,BOHINJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,236.285
2021,GORENJSKA,CERKLJE NA GORENJSKEM,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,239.64
2021,GORENJSKA,CERKLJE NA GORENJSKEM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,97.26
2021,GORENJSKA,GORENJA VAS-POLJANE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,152.84
2021,GORENJSKA,GORJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,42.039
2021,GORENJSKA,JESENICE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.717
2021,GORENJSKA,JESENICE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,21.54
2021,GORENJSKA,JESENICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1076.446
2021,GORENJSKA,KRANJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2808.879
2021,GORENJSKA,KRANJ,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,567.36
2021,GORENJSKA,KRANJ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,388.33
2021,GORENJSKA,KRANJ,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,50.8
2021,GORENJSKA,KRANJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1152.716
2021,GORENJSKA,KRANJSKA GORA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.884
2021,GORENJSKA,KRANJSKA GORA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.61
2021,GORENJSKA,KRANJSKA GORA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,260.662
2021,GORENJSKA,NAKLO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,30.777
2021,GORENJSKA,PREDDVOR,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,12.883
2021,GORENJSKA,RADOVLJICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.605
2021,GORENJSKA,RADOVLJICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,665.776
2021,GORENJSKA,TRŽIČ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,9.701
2021,GORENJSKA,TRŽIČ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,365.602
2021,GORENJSKA,ŠENČUR,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,54.396
2021,GORENJSKA,ŠKOFJA LOKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.521
2021,GORENJSKA,ŽIRI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10.08
2021,GORENJSKA,ŽIRI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,49.22
2021,GORENJSKA,ŽIROVNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,356.298
2021,GORIŠKA,AJDOVŠČINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.14
2021,GORIŠKA,BOVEC,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.15
2021,GORIŠKA,BRDA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.559
2021,GORIŠKA,CERKNO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,116.039
2021,GORIŠKA,IDRIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,28.546
2021,GORIŠKA,IDRIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,344.861
2021,GORIŠKA,NOVA GORICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1239.845
2021,GORIŠKA,NOVA GORICA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,962.891
2021,GORIŠKA,NOVA GORICA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,642.099
2021,GORIŠKA,NOVA GORICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.56
2021,GORIŠKA,NOVA GORICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,23.73
2021,GORIŠKA,TOLMIN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.399
2021,GORIŠKA,TOLMIN,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,43.44
2021,GORIŠKA,ŠEMPETER-VRTOJBA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.55
2021,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,77.965
2021,JUGOVZHODNA SLOVENIJA,KOČEVJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.475
2021,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,49.486
2021,JUGOVZHODNA SLOVENIJA,METLIKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.014
2021,JUGOVZHODNA SLOVENIJA,METLIKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,445.379
2021,JUGOVZHODNA SLOVENIJA,MIRNA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,29.111
2021,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,16.59
2021,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,35.674
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7.475
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,937.596
2021,JUGOVZHODNA SLOVENIJA,OSILNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,6.12
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.85
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,350.362
2021,JUGOVZHODNA SLOVENIJA,SEMIČ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,147.502
