year,statistical_region,waste_code,type_of_waste,waste_category,total_waste_collected,waste_from_producers_no_record,waste_from_producers_with_record,waste_from_collectors_RS,waste_from_processors_RS
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,11955.865,11838.076,117.789,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,13302.18,13287.519,14.661,0,0
2022,PODRAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,113.24,0,113.24,0,0
2022,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2335.226,2061.762,140.167,133.297,0
2022,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1014.487,380.831,485.846,147.81,0
2022,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,296.355,0,240.47,55.885,0
2022,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,47.68,0,20.32,24.06,3.3
2022,PODRAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,25.42,0,1.96,0,23.46
2022,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7798.008,7419.967,37.499,340.542,0
2022,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,10245.137,9350.739,497.245,397.153,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9466.903,7423.662,588.515,1454.726,0
2022,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1120.656,609.997,510.659,0,0
2022,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,156.019,0,156.019,0,0
2022,POMURSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,129.62,0,129.62,0,0
2022,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2270.003,2155.656,50.933,63.414,0
2022,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1038.74,905.78,7.16,125.8,0
2022,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3722.44,3690.16,32.28,0,0
2022,POSAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,33.64,0,33.64,0,0
2022,POSAVSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,3.94,0,3.94,0,0
2022,POSAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,29.48,0,29.48,0,0
2022,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1442.783,542.05,767.237,133.496,0
2022,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,185.115,5.79,177.085,2.24,0
2022,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1830.533,1541.418,196.335,92.78,0
2022,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2428.25,1879.61,441.816,106.824,0
2022,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1137.62,1137.62,0,0,0
2022,PRIMORSKO-NOTRANJSKA,03 01 01,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,2.46,0,2.46,0,0
2022,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,509.21,382.632,126.578,0,0
2022,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,12.19,2.87,9.32,0,0
2022,PRIMORSKO-NOTRANJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,4.74,4.74,0,0,0
2022,PRIMORSKO-NOTRANJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0.06,0,0.06,0,0
2022,PRIMORSKO-NOTRANJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,864.868,745.238,119.63,0,0
2022,PRIMORSKO-NOTRANJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1464.7,1407.72,56.98,0,0
2022,PRIMORSKO-NOTRANJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2143.47,2003.33,140.14,0,0
2022,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,87.54,0,87.54,0,0
2022,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5864.705,1805.265,4059.44,0,0
2022,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3707.69,2.92,3508.05,196.72,0
2022,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,783.925,0,783.925,0,0
2022,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,53.78,0,0,0,53.78
2022,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5523.258,4827.321,695.937,0,0
2022,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,4094.87,4094.87,0,0,0
2022,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,10554.06,10547.8,6.26,0,0
2022,ZASAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,3.618,0,3.618,0,0
2022,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1246.445,480.252,621.907,144.286,0
2022,ZASAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,231.263,0,231.263,0,0
2022,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,451.797,354.295,85.092,12.41,0
2022,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1045.77,1042.75,3.02,0,0
2022,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,728.8,728.8,0,0,0
2023,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2346.64,2307.34,39.3,0,0
2023,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,82.57,19.45,63.12,0,0
2023,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,1274.21,1272.05,2.16,0,0
2023,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,0,0,0
2023,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3379.427,2395.917,111.06,222.45,650
2023,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,4981.72,4890.04,91.68,0,0
2023,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5162.669,4969.929,192.74,0,0
2023,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,30.83,0,30.83,0,0
2023,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2100.595,1109.255,991.34,0,0
2023,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,186.293,33.851,152.442,0,0
2023,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,116.895,0.75,116.145,0,0
2023,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2577.765,2512.378,18.447,46.94,0
2023,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3493.35,3469.73,23.62,0,0
2023,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2760.67,2760.67,0,0,0
2023,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1937.221,0,132.371,0,1804.85
2023,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1905.589,1876.164,29.425,0,0
2023,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,9.52,0,9.52,0,0
2023,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,63.135,0,63.135,0,0
2023,JUGOVZHODNA SLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,1737.99,0,0,0,1737.99
2023,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1011.454,1011.454,0,0,0
2023,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3073.26,3069.24,4.02,0,0
2023,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3917.55,3907.65,9.9,0,0
2023,KOROŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,2.54,0,2.54,0,0
2023,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1418.236,473.55,849.746,87.48,7.46
2023,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,543.436,0,543.436,0,0
2023,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,65.84,0,65.84,0,0
2023,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,792.628,709.823,82.805,0,0
2023,KOROŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,46.1,0,46.1,0,0
2023,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4653.12,4652.76,0,0.36,0
2023,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,63.58,0,63.58,0,0
2023,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1743.798,1638.798,105,0,0
2023,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1521.28,0,1521.28,0,0
2023,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2427.184,2427.184,0,0,0
2023,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3908.13,3900.73,7.4,0,0
2023,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2241.05,2089.77,151.28,0,0
2023,OSREDNJESLOVENSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,18.34,0,18.34,0,0
2023,OSREDNJESLOVENSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2011.915,0,2011.915,0,0
2023,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11019.143,5358.639,4362.387,379.18,918.937
2023,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3692.012,328.75,3326.781,18.141,18.34
2023,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,1965.226,0,1965.226,0,0
2023,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,625.217,0,0,0,625.217
2023,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,43113.264,14204.122,15199.511,12628.951,1080.68
2023,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,16339.855,14768.066,240.769,1331.02,0
2023,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,21773.16,21711.785,61.375,0,0
2023,PODRAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,11.74,0,11.74,0,0
2023,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2308.082,2071.712,122.764,113.606,0
2023,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,727.663,88.053,603.6,36.01,0
2023,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,153.75,0,119.41,34.34,0
2023,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,1.12,0,0,0,1.12
2023,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7711.412,7372.19,57.274,281.948,0
2023,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,10567.803,10037.09,530.713,0,0
2023,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,7517.643,7333.042,182.273,2.328,0
2023,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1080.428,590.05,490.378,0,0
2023,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,168.557,0,168.557,0,0
2023,POMURSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,93.96,0,93.96,0,0
2023,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2114.387,1962.577,58.15,93.66,0
2023,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1049.68,1030.78,18.9,0,0
2023,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3927.475,3903.335,24.14,0,0
2023,POSAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,48.14,0,48.14,0,0
2023,POSAVSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,7.62,0,7.62,0,0
2023,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4028.014,658.086,2899.38,470.548,0
2023,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2497.274,6.599,2486.456,4.219,0
2023,POSAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,12.75,0,5.13,7.62,0
2023,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1592.791,1286.568,211.343,94.88,0
2023,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,4812.54,1931.96,2014.223,204.74,661.617
2023,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2252.29,1869.31,382.98,0,0
2023,PRIMORSKO-NOTRANJSKA,03 01 01,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,0,0,0,0,0
2023,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,457.398,407.587,49.811,0,0
2023,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2.32,0,2.32,0,0
2023,PRIMORSKO-NOTRANJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0,0,0,0,0
2023,PRIMORSKO-NOTRANJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,826.984,655.024,171.96,0,0
2023,PRIMORSKO-NOTRANJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1389.48,1359.82,29.66,0,0
2023,PRIMORSKO-NOTRANJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2150.73,2038.4,112.33,0,0
2023,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,125.76,0,125.76,0,0
2023,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2948.125,1935.24,1012.885,0,0
2023,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,573.75,0,350.79,222.96,0
2023,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,514.488,8.98,505.508,0,0
2023,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,4660.757,4307.114,282.603,0,71.04
2023,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6246.637,6246.637,0,0,0
2023,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,30304.554,30303.68,0.874,0,0
2023,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1023.485,464.266,410.842,148.377,0
2023,ZASAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,258.327,0,258.327,0,0
2023,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,447.946,312.999,129.937,5.01,0
2023,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,999.01,997.38,1.63,0,0
2023,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,618.4,618.4,0,0,0
